epoch	loss	psnr	ssim	time_s	lr	crop_mode	crop_size
290	0.001615	31.414206	0.894064	5.83	0.00007540	random	96x192,192x384,384x768
291	0.001554	31.416813	0.894181	5.34	0.00007480	random	96x192,192x384,384x768
292	0.001625	31.432459	0.894225	5.76	0.00007419	random	96x192,192x384,384x768
293	0.001709	31.453253	0.894298	5.16	0.00007359	random	96x192,192x384,384x768
294	0.001601	31.453234	0.894353	7.04	0.00007299	random	96x192,192x384,384x768
295	0.001664	31.456703	0.894364	6.09	0.00007239	random	96x192,192x384,384x768
296	0.001684	31.438458	0.894344	5.90	0.00007179	random	96x192,192x384,384x768
297	0.001524	31.440973	0.894361	6.13	0.00007119	random	96x192,192x384,384x768
298	0.001473	31.437939	0.894401	6.23	0.00007059	random	96x192,192x384,384x768
299	0.001584	31.461097	0.894424	5.46	0.00006999	random	96x192,192x384,384x768
300	0.001662	31.456331	0.894430	6.97	0.00006940	random	96x192,192x384,384x768
301	0.001522	31.464978	0.894451	6.35	0.00006880	random	96x192,192x384,384x768
302	0.001503	31.456196	0.894417	5.46	0.00006821	random	96x192,192x384,384x768
303	0.001490	31.461075	0.894516	6.32	0.00006762	random	96x192,192x384,384x768
304	0.001658	31.461595	0.894573	5.17	0.00006703	random	96x192,192x384,384x768
305	0.001513	31.468261	0.894627	5.14	0.00006644	random	96x192,192x384,384x768
306	0.001597	31.453577	0.894627	6.17	0.00006585	random	96x192,192x384,384x768
307	0.001528	31.468449	0.894793	5.25	0.00006526	random	96x192,192x384,384x768
308	0.001459	31.466044	0.894871	5.26	0.00006468	random	96x192,192x384,384x768
309	0.001557	31.467972	0.894941	5.91	0.00006409	random	96x192,192x384,384x768
310	0.001573	31.466233	0.894991	5.57	0.00006351	random	96x192,192x384,384x768
311	0.001525	31.460927	0.894997	4.89	0.00006293	random	96x192,192x384,384x768
312	0.001647	31.465706	0.895023	5.65	0.00006235	random	96x192,192x384,384x768
313	0.001569	31.446140	0.894923	5.69	0.00006177	random	96x192,192x384,384x768
314	0.001441	31.435769	0.894924	4.94	0.00006120	random	96x192,192x384,384x768
315	0.001462	31.431232	0.894898	5.24	0.00006062	random	96x192,192x384,384x768
316	0.001630	31.443616	0.894918	5.78	0.00006005	random	96x192,192x384,384x768
317	0.001572	31.446799	0.894926	5.36	0.00005948	random	96x192,192x384,384x768
318	0.001452	31.460194	0.894947	5.83	0.00005891	random	96x192,192x384,384x768
319	0.001459	31.476226	0.894959	6.34	0.00005834	random	96x192,192x384,384x768
320	0.001435	31.478885	0.894994	6.54	0.00005777	random	96x192,192x384,384x768
321	0.001386	31.468047	0.895012	5.28	0.00005721	random	96x192,192x384,384x768
322	0.001546	31.483811	0.895067	5.85	0.00005664	random	96x192,192x384,384x768
323	0.001474	31.473299	0.895154	6.46	0.00005608	random	96x192,192x384,384x768
324	0.001567	31.459564	0.895132	5.58	0.00005552	random	96x192,192x384,384x768
325	0.001609	31.471455	0.895086	5.67	0.00005497	random	96x192,192x384,384x768
326	0.001552	31.467743	0.895171	6.56	0.00005441	random	96x192,192x384,384x768
327	0.001424	31.447743	0.895106	5.05	0.00005386	random	96x192,192x384,384x768
328	0.001467	31.421945	0.895144	5.27	0.00005330	random	96x192,192x384,384x768
329	0.001523	31.387627	0.895110	6.03	0.00005275	random	96x192,192x384,384x768
330	0.001501	31.380997	0.895124	5.98	0.00005220	random	96x192,192x384,384x768
331	0.001498	31.390858	0.895079	5.92	0.00005166	random	96x192,192x384,384x768
332	0.001599	31.369751	0.895032	5.36	0.00005111	random	96x192,192x384,384x768
333	0.001509	31.376801	0.895155	6.32	0.00005057	random	96x192,192x384,384x768
334	0.001647	31.338604	0.895113	6.12	0.00005003	random	96x192,192x384,384x768
335	0.001535	31.328111	0.895125	5.63	0.00004949	random	96x192,192x384,384x768
