epoch	loss	psnr	ssim	time_s	lr	crop_mode	crop_size
168	0.002327	30.642394	0.884951	0.84	0.00014934	progressive	192x384
169	0.002024	28.805141	0.881629	0.84	0.00014880	progressive	192x384
170	0.001906	30.555312	0.883967	0.85	0.00014825	progressive	192x384
171	0.001859	26.951441	0.880917	0.84	0.00014770	progressive	192x384
172	0.002392	28.523737	0.881818	0.84	0.00014714	progressive	192x384
173	0.002394	29.632129	0.882580	0.85	0.00014659	progressive	192x384
174	0.002188	29.761688	0.884299	0.85	0.00014603	progressive	192x384
175	0.002062	30.620083	0.885924	0.85	0.00014548	progressive	192x384
176	0.002071	29.557650	0.881986	0.85	0.00014492	progressive	192x384
177	0.002092	30.082121	0.885546	0.84	0.00014436	progressive	192x384
178	0.001855	27.499192	0.881670	0.84	0.00014379	progressive	192x384
179	0.002125	29.431790	0.880193	0.84	0.00014323	progressive	192x384
180	0.002198	31.190147	0.889002	0.84	0.00014266	progressive	192x384
181	0.002136	28.818883	0.884524	0.85	0.00014209	progressive	192x384
182	0.002400	30.946063	0.885911	0.85	0.00014152	progressive	192x384
183	0.002170	28.849053	0.878944	0.85	0.00014095	progressive	192x384
184	0.002324	30.570913	0.883123	0.83	0.00014038	progressive	192x384
185	0.002059	29.057596	0.877113	0.84	0.00013980	progressive	192x384
186	0.002573	30.609826	0.878233	0.85	0.00013923	progressive	192x384
187	0.001986	29.230735	0.880158	0.85	0.00013865	progressive	192x384
188	0.001810	30.358132	0.883907	0.83	0.00013807	progressive	192x384
189	0.002022	29.976172	0.882983	0.84	0.00013749	progressive	192x384
190	0.001776	30.788374	0.885541	0.85	0.00013691	progressive	192x384
191	0.002174	28.819248	0.880038	0.84	0.00013632	progressive	192x384
192	0.002128	29.550603	0.882765	0.84	0.00013574	progressive	192x384
193	0.001968	30.425708	0.888511	0.85	0.00013515	progressive	192x384
194	0.001812	29.659040	0.886897	0.84	0.00013456	progressive	192x384
195	0.001805	30.100936	0.883836	0.84	0.00013397	progressive	192x384
196	0.002094	29.408989	0.885323	0.84	0.00013338	progressive	192x384
197	0.002057	30.166080	0.888462	0.84	0.00013279	progressive	192x384
198	0.001874	28.138774	0.882700	0.84	0.00013220	progressive	192x384
199	0.002060	30.034739	0.881765	0.85	0.00013160	progressive	192x384
200	0.002036	31.036746	0.887954	0.96	0.00013101	progressive	192x384
201	0.001973	29.147557	0.880943	0.83	0.00013041	progressive	192x384
202	0.001948	30.420709	0.889841	0.83	0.00012981	progressive	192x384
203	0.002106	29.753541	0.883964	0.84	0.00012921	progressive	192x384
204	0.002182	29.758553	0.887343	0.84	0.00012861	progressive	192x384
205	0.002054	30.044570	0.884745	0.83	0.00012801	progressive	192x384
206	0.001970	30.345555	0.888820	0.83	0.00012741	progressive	192x384
207	0.001712	30.506198	0.887360	0.84	0.00012681	progressive	192x384
208	0.001885	30.320715	0.884387	0.84	0.00012620	progressive	192x384
209	0.001803	30.874612	0.889301	0.84	0.00012560	progressive	192x384
210	0.001865	30.154178	0.886488	0.83	0.00012499	progressive	192x384
211	0.001939	30.588876	0.887502	0.85	0.00012438	progressive	192x384
212	0.001828	30.774266	0.889248	0.84	0.00012377	progressive	192x384
213	0.001729	30.612636	0.889669	0.83	0.00012316	progressive	192x384
214	0.002070	30.956819	0.890284	0.84	0.00012255	progressive	192x384
215	0.001730	30.683293	0.888776	0.84	0.00012194	progressive	192x384
216	0.001866	28.535839	0.888301	0.84	0.00012133	progressive	192x384
217	0.002117	30.358260	0.887198	0.85	0.00012072	progressive	192x384
218	0.001664	30.795991	0.887488	0.84	0.00012010	progressive	192x384
219	0.001709	29.070356	0.877004	0.84	0.00011949	progressive	192x384
220	0.001944	30.973573	0.889832	0.84	0.00011887	progressive	192x384
221	0.001901	30.954490	0.888913	0.83	0.00011826	progressive	192x384
222	0.001918	30.584394	0.890035	0.85	0.00011764	progressive	192x384
223	0.001950	29.720250	0.888011	0.85	0.00011702	progressive	192x384
224	0.001993	29.099167	0.883611	0.83	0.00011641	progressive	192x384
225	0.001983	28.989285	0.887852	0.84	0.00011579	progressive	192x384
226	0.001988	29.183830	0.889338	0.84	0.00011517	progressive	192x384
227	0.001893	31.066800	0.889447	0.83	0.00011455	progressive	192x384
228	0.001848	29.671758	0.889522	0.85	0.00011393	progressive	192x384
229	0.001974	30.427427	0.887713	0.83	0.00011331	progressive	192x384
230	0.001894	28.993131	0.886647	0.83	0.00011268	progressive	192x384
231	0.002014	30.676081	0.889280	0.83	0.00011206	progressive	192x384
232	0.001672	30.639080	0.887639	0.84	0.00011144	progressive	192x384
233	0.001753	31.261118	0.892474	0.84	0.00011082	progressive	192x384
234	0.001691	30.507056	0.890138	0.85	0.00011019	progressive	192x384
235	0.001608	31.338136	0.891387	0.84	0.00010957	progressive	192x384
236	0.001722	29.577750	0.892338	0.84	0.00010895	progressive	192x384
237	0.001673	29.737307	0.889769	0.85	0.00010832	progressive	192x384
238	0.001888	29.668959	0.890927	0.85	0.00010770	progressive	192x384
239	0.001869	30.866933	0.891568	0.84	0.00010707	progressive	192x384
240	0.001892	31.143772	0.891232	0.84	0.00010645	progressive	192x384
241	0.001719	30.053252	0.887331	0.84	0.00010582	progressive	192x384
242	0.001709	30.938208	0.892738	0.85	0.00010520	progressive	192x384
243	0.001809	29.560187	0.887655	0.85	0.00010457	progressive	192x384
244	0.001823	30.710449	0.886653	0.84	0.00010394	progressive	192x384
245	0.001845	29.997094	0.886077	0.84	0.00010332	progressive	192x384
246	0.001813	30.951531	0.892919	0.84	0.00010269	progressive	192x384
247	0.001750	30.725684	0.892937	0.84	0.00010207	progressive	192x384
248	0.001590	30.547009	0.892933	0.83	0.00010144	progressive	192x384
249	0.001782	30.795580	0.890455	0.84	0.00010081	progressive	192x384
250	0.001930	30.696450	0.888365	0.98	0.00010019	progressive	192x384
251	0.001719	30.356987	0.890097	0.83	0.00009956	progressive	192x384
252	0.001622	31.128901	0.892144	0.85	0.00009893	progressive	192x384
253	0.001598	30.734617	0.889722	0.84	0.00009831	progressive	192x384
254	0.001674	30.663911	0.890420	0.85	0.00009768	progressive	192x384
255	0.001633	29.897634	0.889768	0.85	0.00009706	progressive	192x384
256	0.001722	31.056830	0.893900	0.84	0.00009643	progressive	192x384
257	0.001690	31.289055	0.890693	0.84	0.00009580	progressive	192x384
258	0.001661	30.710438	0.890169	0.83	0.00009518	progressive	192x384
259	0.001701	30.654246	0.892592	0.84	0.00009455	progressive	192x384
260	0.001831	30.982470	0.893677	0.84	0.00009393	progressive	192x384
261	0.001834	30.695168	0.891967	0.85	0.00009330	progressive	192x384
262	0.001838	30.306442	0.893143	0.85	0.00009268	progressive	192x384
263	0.001650	31.141730	0.892954	0.85	0.00009205	progressive	192x384
264	0.001747	28.284413	0.888045	0.84	0.00009143	progressive	192x384
265	0.001842	30.580362	0.887901	0.84	0.00009081	progressive	192x384
266	0.001520	31.094783	0.894794	0.84	0.00009018	progressive	192x384
267	0.001742	30.878455	0.893020	0.84	0.00008956	progressive	192x384
268	0.001662	30.670095	0.891909	0.84	0.00008894	progressive	192x384
269	0.001906	30.739070	0.888777	0.85	0.00008832	progressive	192x384
270	0.001716	30.647950	0.893190	0.84	0.00008769	progressive	192x384
271	0.001683	31.438422	0.892756	0.85	0.00008707	progressive	192x384
272	0.001454	31.037944	0.893000	0.85	0.00008645	progressive	192x384
273	0.001609	30.996973	0.891772	0.84	0.00008583	progressive	192x384
274	0.001618	31.334253	0.891710	0.84	0.00008521	progressive	192x384
